"Engagement","Cover","Summary"
0.17732533382119,"Genre","Genre"
0.379261167036215,"Genre","Genre"
0.209550952889966,"Genre","Genre"
0.0910053569078186,"Genre","Genre"
0.223072635348906,"Genre","Genre"
0.0685902368355748,"Genre","Genre"
0.0366366599760898,"Genre","Genre"
0.191144623551746,"Genre","Genre"
0.117670812678157,"Genre","Genre"
0.162110535163162,"Genre","Genre"
0.169434132415166,"Genre","Genre"
0.103047905381193,"Genre","Genre"
0.10513312671815,"Genre","Genre"
0.148482138487617,"Genre","Genre"
0.27980869965732,"Genre","Genre"
0.0096433199570238,"Genre","Genre"
0.221394618762842,"Genre","Genre"
0.195295037121352,"Genre","Genre"
0.268309983727636,"Genre","Genre"
0.13158160763657,"Genre","Genre"
0.199001880991629,"Genre","Genre"
0.188709879077223,"Genre","Genre"
0.107747996900835,"Genre","Genre"
0.282786780598317,"Genre","Genre"
0.278040261569495,"Genre","Genre"
0.2320213649515,"Genre","Genre"
0.320683345454085,"Genre","Genre"
0.21784864255653,"Genre","Genre"
0.0343407791541963,"Genre","Genre"
0.104673458576311,"Genre","Genre"
0.0395387385101644,"Genre","Genre"
0.114659936356069,"Genre","Genre"
0.0999633322775876,"Genre","Genre"
0.166211587314424,"Genre","Genre"
0.0709078351447554,"Genre","Genre"
0.177802877240407,"Genre","Genre"
0.0965415356081182,"Genre","Genre"
0.338728726937265,"Genre","Genre"
0.233670747601721,"Genre","Genre"
0.253017422949523,"Genre","Genre"
0.200418535782634,"Genre","Genre"
0.330217608051942,"Genre","Genre"
0.0984263546051023,"Genre","Genre"
0.115835526963943,"Genre","Genre"
0.305228223854166,"Genre","Genre"
0.0969303646689633,"Genre","Genre"
0.141261925639803,"Genre","Genre"
0.122719207055802,"Genre","Genre"
0.130000713145149,"Genre","Genre"
0.134088669702344,"Genre","Genre"
0.211418833126783,"Genre","Genre"
0.144266951773039,"Genre","Genre"
0.111404253788574,"Genre","Genre"
0.296303882517041,"Genre","Genre"
0.140542059145313,"Genre","Genre"
0.144044346995661,"Genre","Genre"
0.151980925878644,"Genre","Genre"
0.233266630705141,"Genre","Genre"
0.154643559587367,"Genre","Genre"
0.158236582853295,"Genre","Genre"
0.0938339521244343,"Genre","Genre"
0.129572972775368,"Genre","Genre"
0.168016044043452,"Genre","Genre"
0.103110551374034,"Genre","Genre"
0.215149619263257,"Genre","Genre"
0.0101605918213213,"Genre","Genre"
0.192655786078977,"Genre","Genre"
0.00835501764624139,"Genre","Genre"
0.131902387316339,"Genre","Genre"
0.109172009555499,"Genre","Genre"
0.0967905219319001,"Genre","Genre"
0.156310322215261,"Genre","Genre"
-0.0294359425680012,"Genre","Genre"
0.279658331201856,"Genre","Genre"
-0.00449724362120033,"Genre","Genre"
0.115646959852761,"Genre","Genre"
0.0504079894957155,"Genre","Genre"
0.0869180998806552,"Genre","Genre"
0.370716654562835,"Genre","Genre"
0.163739561969325,"Genre","Genre"
0.0333699469565674,"Genre","Genre"
-0.00206055344185785,"Genre","Genre"
0.207018710127266,"Genre","Genre"
0.160144016728536,"Genre","Genre"
0.130193162545616,"Genre","Genre"
0.0690637852546298,"Genre","Genre"
0.0132539689858515,"Genre","Genre"
0.0544807703384319,"Genre","Genre"
0.262002880371391,"Genre","Genre"
0.0998733305203177,"Genre","Genre"
0.0235573152615509,"Genre","Genre"
0.348929062242358,"Genre","Genre"
0.204510037737245,"Genre","Genre"
0.138135289908697,"Genre","Genre"
0.267848304870902,"Genre","Genre"
0.250642265137494,"Genre","Genre"
0.100075695176885,"Genre","Genre"
0.382610246454047,"Genre","Genre"
0.136497296985898,"Genre","Genre"
0.0195505349787192,"Genre","Genre"
0.147560039804578,"Genre","Genre"
0.182753833923234,"Genre","Genre"
0.392797839905936,"Genre","Genre"
0.172580236789371,"Genre","Genre"
0.207699880542341,"Genre","Genre"
0.154284706464347,"Genre","Genre"
0.128599915763346,"Genre","Genre"
0.158527397168872,"Genre","Genre"
0.240763960563016,"Genre","Genre"
0.369524500865228,"Genre","Genre"
0.264739243876377,"Genre","Genre"
0.28279083983867,"Genre","Genre"
0.0388676578441956,"Genre","Genre"
0.260389557005338,"Genre","Genre"
0.183992480366065,"Genre","Genre"
0.0152749970907757,"Genre","Genre"
0.214102274264814,"Genre","Genre"
0.146124539528398,"Genre","Genre"
0.30845873119698,"Genre","Genre"
0.0853918000395335,"Genre","Genre"
0.118978824607145,"Genre","Genre"
0.0693890502622563,"Genre","Genre"
0.144289603856346,"Genre","Genre"
0.202201177948634,"Genre","Genre"
0.0888251826880394,"Genre","Genre"
0.245037316798167,"Genre","Genre"
0.0411917213695535,"Genre","Genre"
0.0572015587192258,"Genre","Genre"
0.306115770684428,"Genre","Genre"
0.0604152534695351,"Genre","Genre"
0.203197471231751,"Genre","Genre"
0.123892394889108,"Genre","Genre"
0.202940183965093,"Genre","Genre"
0.330887328620405,"Genre","Genre"
0.320658843344197,"Genre","Genre"
0.128909219931723,"Genre","Genre"
-0.0665235535292467,"Genre","Genre"
0.411766158983416,"Genre","Genre"
0.228706616676549,"Genre","Genre"
0.21613273359637,"Genre","Genre"
0.160660047685409,"Genre","Genre"
0.213010842295293,"Genre","Genre"
0.145562416823033,"Genre","Genre"
0.204069464325451,"Genre","Genre"
0.121975325602236,"Genre","Genre"
0.024979212245254,"Genre","Genre"
0.260783826745488,"Genre","Genre"
0.313974502549955,"Genre","Genre"
0.131125943077439,"Genre","Genre"
0.0366710244392309,"Genre","Genre"
0.226224130567782,"Genre","Genre"
0.157529086310602,"Genre","Genre"
-0.0113218406824838,"Genre","Genre"
0.162213185968027,"Genre","Genre"
0.0989699666071854,"Genre","Genre"
0.127903142013959,"Genre","Genre"
0.0463427637364147,"Genre","Genre"
0.342314190791747,"Genre","Genre"
0.128886796360878,"Genre","Genre"
0.00144865877469225,"Genre","Genre"
0.181719343873948,"Genre","Genre"
0.188317564640547,"Genre","Genre"
0.0634173299590709,"Genre","Genre"
-0.126892067167955,"Genre","Genre"
0.0979518297434885,"Genre","Genre"
0.219050763592048,"Genre","Genre"
0.156027672395739,"Genre","Genre"
0.152182125599477,"Genre","Genre"
0.218082072862012,"Genre","Genre"
0.0433541361420526,"Genre","Genre"
0.271677704427424,"Genre","Genre"
0.161465597172183,"Genre","Genre"
0.232731066739808,"Genre","Genre"
0.265410773473746,"Genre","Genre"
0.18434804149153,"Genre","Genre"
0.0741292387133981,"Genre","Genre"
0.278296455596733,"Genre","Genre"
-0.0380164944785475,"Genre","Genre"
0.107520925999828,"Genre","Genre"
0.136432929084301,"Genre","Genre"
0.145387896323499,"Genre","Genre"
0.264046390878411,"Genre","Genre"
0.175622189310278,"Genre","Genre"
0.202716760342384,"Genre","Genre"
0.15503451869871,"Genre","Genre"
0.137233565838067,"Genre","Genre"
0.231555080661964,"Genre","Genre"
0.27662283572158,"Genre","Genre"
-0.0783096214891872,"Genre","Genre"
0.219273955524584,"Genre","Genre"
0.199472440677865,"Genre","Genre"
0.119473227844392,"Genre","Genre"
0.257101280757682,"Genre","Genre"
0.123076281828162,"Genre","Genre"
0.133566933820043,"Genre","Genre"
0.24774097780798,"Genre","Genre"
0.33396272991206,"Genre","Genre"
0.189005490093723,"Genre","Genre"
0.119781599021236,"Genre","Genre"
0.0430886705140415,"Genre","Genre"
0.128896702112099,"Genre","Genre"
0.0680170673489979,"Genre","Genre"
0.136106741688122,"Genre","Genre"
0.201437916822157,"Genre","Genre"
0.0768142907976137,"Genre","Genre"
0.426916688109488,"Genre","Genre"
0.177601167566508,"Genre","Genre"
0.275020726745494,"Genre","Genre"
-0.0669123979840106,"Genre","Genre"
0.236100115719544,"Genre","Genre"
0.0303754839548438,"Genre","Genre"
0.253980367760914,"Genre","Genre"
0.201813015545196,"Genre","Genre"
0.121247142073023,"Genre","Genre"
0.294425863017727,"Genre","Genre"
0.091876833075308,"Genre","Genre"
0.103938569575946,"Genre","Genre"
0.0618927818974581,"Genre","Genre"
0.0951821393246607,"Genre","Genre"
0.256518495337308,"Genre","Genre"
0.205370214954516,"Genre","Genre"
0.262515921767704,"Genre","Genre"
0.122988133594632,"Genre","Genre"
0.199637029177465,"Genre","Genre"
0.186416492448649,"Genre","Genre"
0.0193742657617462,"Genre","Genre"
0.339842928747545,"Genre","Genre"
0.175444766093368,"Genre","Genre"
0.238559899915786,"Genre","Genre"
0.257513667690898,"Genre","Genre"
0.156943429855773,"Genre","Genre"
0.131418458023303,"Genre","Genre"
0.251367370242551,"Genre","Genre"
0.0572701850938705,"Genre","Genre"
0.359133738622415,"Genre","Genre"
0.123636789371164,"Genre","Genre"
0.327414530227499,"Genre","Genre"
0.313221269395063,"Genre","Genre"
0.170296573358591,"Genre","Genre"
0.21872209148515,"Genre","Genre"
0.059545152046554,"Genre","Genre"
0.194300650302244,"Genre","Genre"
0.266361245835618,"Genre","Genre"
0.17190784868972,"Genre","Genre"
0.116586309084564,"Genre","Genre"
0.096421814754956,"Genre","Genre"
0.158407757737749,"Genre","Genre"
0.26891614606768,"Genre","Genre"
0.113602506969872,"Genre","Genre"
0.149898988867256,"Genre","Genre"
0.0325859996179159,"Genre","Genre"
0.211431283601486,"Genre","Genre"
0.292790152011415,"Genre","Genre"
0.311704100940278,"Genre","Genre"
0.243470273089736,"Genre","Genre"
-0.0249788790202613,"Genre","Genre"
0.210202950412376,"Genre","Genre"
0.20761356033012,"Genre","Genre"
0.126659971417009,"Genre","Genre"
0.179048947094798,"Genre","Genre"
0.0755964045873096,"Genre","Genre"
0.229923077401566,"Genre","Genre"
0.12928989853469,"Genre","Genre"
0.0050917814856048,"Genre","Genre"
0.125254924382952,"Genre","Genre"
0.298443492906985,"Genre","Genre"
0.128571863526884,"Genre","Genre"
0.23527500422091,"Genre","Genre"
0.256658564019779,"Genre","Genre"
0.162439870432637,"Genre","Genre"
0.126767769445015,"Genre","Genre"
0.10903044908665,"Genre","Genre"
0.23595892255748,"Genre","Genre"
0.0556542584517188,"Genre","Genre"
0.18662108435364,"Genre","Genre"
0.133050063343569,"Genre","Genre"
-0.0644889356487944,"Genre","Genre"
0.0211149543926806,"Genre","Genre"
0.253601932879257,"Genre","Genre"
0.14287210494648,"Genre","Genre"
0.242328321613365,"Genre","Genre"
0.350747446330861,"Genre","Genre"
0.309388118110914,"Genre","Genre"
0.2297268492313,"Genre","Genre"
0.199996268656674,"Genre","Genre"
0.142720157354267,"Genre","Genre"
0.31978917949044,"Genre","Genre"
0.221623410931845,"Genre","Genre"
0.0446423059128641,"Genre","Genre"
0.146435746510968,"Genre","Genre"
-0.0298909820269841,"Genre","Genre"
0.142474115388936,"Genre","Genre"
-0.0972327669945987,"Genre","Genre"
0.293400216719805,"Genre","Genre"
0.0984456998967865,"Genre","Genre"
0.119002116130581,"Genre","Genre"
0.145068166769804,"Genre","Genre"
0.223221817398913,"Genre","Genre"
0.22983401772227,"Genre","Genre"
0.218795197247167,"Genre","Genre"
0.104745739607387,"Genre","Genre"
0.025670874372166,"Genre","Genre"
0.12312777556621,"Genre","Genre"
0.189791413245054,"Genre","Genre"
0.0796918878427975,"Genre","Genre"
0.155115906552154,"Genre","Genre"
0.0452337673870201,"Genre","Genre"
0.161169098578439,"Genre","Genre"
0.174885540159741,"Genre","Genre"
0.1474124371539,"Genre","Genre"
0.145608904326393,"Genre","Genre"
0.338355200278492,"Genre","Genre"
0.238258651241832,"Genre","Genre"
0.273143108073063,"Genre","Genre"
0.0696793047170169,"Genre","Genre"
0.178434183842796,"Genre","Genre"
0.277482518709727,"Genre","Genre"
0.156347857547351,"Genre","Genre"
-0.0509360648234652,"Genre","Genre"
0.196484576209946,"Genre","Genre"
-0.028495544558553,"Genre","Genre"
0.0808829846859783,"Genre","Genre"
0.29440043212996,"Genre","Genre"
0.223563684930267,"Genre","Genre"
0.271166895553536,"Genre","Genre"
0.192660486151363,"Genre","Genre"
0.150984123751714,"Genre","Genre"
0.0695687226872716,"Genre","Genre"
0.32129137537192,"Genre","Genre"
0.166501059812188,"Genre","Genre"
0.0904871599332118,"Genre","Genre"
0.248522309971714,"Genre","Genre"
0.26944409582779,"Genre","Genre"
0.351565477419858,"Genre","Genre"
0.101700269639491,"Genre","Genre"
0.122913217927686,"Genre","Genre"
0.120377796846981,"Genre","Genre"
0.124434257717961,"Genre","Genre"
0.125336905429764,"Genre","Genre"
0.132432254729911,"Genre","Genre"
0.306182041019987,"Genre","Genre"
0.0922461708086959,"Genre","Genre"
0.123183249407864,"Genre","Genre"
0.227253645217152,"Genre","Genre"
0.274477244653513,"Genre","Genre"
0.0847889196976072,"Genre","Genre"
0.111191378386171,"Genre","Genre"
0.214362059049802,"Genre","Genre"
0.263775422653797,"Genre","Genre"
0.136883541191202,"Genre","Genre"
0.019000655261139,"Genre","Genre"
0.332912103210088,"Genre","Genre"
0.305506957231163,"Genre","Genre"
0.090962885415012,"Genre","Genre"
0.155493242634442,"Genre","Genre"
-0.0139468735365932,"Genre","Genre"
0.21897229718191,"Genre","Genre"
0.323234679820178,"Genre","Genre"
-0.00172806471047163,"Genre","Genre"
0.0840431486798253,"Genre","Genre"
0.0978823066249436,"Genre","Genre"
0.0938868606428844,"Genre","Genre"
-0.041328559561795,"Genre","Genre"
0.212096355924791,"Genre","Genre"
0.00882018600342574,"Genre","Genre"
0.159500236072174,"Genre","Genre"
0.221298472102529,"Genre","Genre"
0.142180457851536,"Genre","Genre"
0.251200839247353,"Genre","Genre"
0.159428492908185,"Genre","Genre"
0.0972339549414335,"Genre","Genre"
0.226635941503464,"Genre","Genre"
0.118616725997041,"Genre","Genre"
0.33926111849785,"Genre","Genre"
0.160174028883699,"Genre","Genre"
0.247281499360053,"Genre","Genre"
0.182516290324403,"Genre","Genre"
-0.138804859892048,"Genre","Genre"
0.0253888068671017,"Genre","Genre"
0.119589773985519,"Genre","Genre"
0.185680366374556,"Genre","Genre"
-0.072272312035896,"Genre","Genre"
0.258169663338071,"Genre","Genre"
0.101557426614556,"Genre","Genre"
0.0867122720637087,"Genre","Genre"
0.00643884074557541,"Genre","Genre"
0.0166106261998942,"Genre","Genre"
0.167633183605441,"Genre","Genre"
0.212936940667389,"Genre","Genre"
-0.04778829597843,"Genre","Genre"
0.0615638020550665,"Genre","Genre"
0.215577172225259,"Genre","Genre"
0.116696291535008,"Genre","Genre"
0.378536850181726,"Genre","Genre"
0.286574667274811,"Genre","Genre"
0.22154980340696,"Genre","Genre"
0.162488444953819,"Genre","Genre"
0.189936078205526,"Genre","Genre"
0.0914093874732374,"Genre","Genre"
0.224801715295725,"Genre","Genre"
0.31002139600857,"Genre","Genre"
0.270342991008328,"Genre","Genre"
0.0806755743335909,"Genre","Genre"
0.000112315077641173,"Genre","Genre"
0.151034430051176,"Genre","Genre"
0.206088937091698,"Genre","Genre"
0.29709939798086,"Genre","Genre"
0.0301390515466436,"Genre","Genre"
0.198438459260745,"Genre","Genre"
0.185349983508852,"Genre","Genre"
0.281395526125905,"Genre","Genre"
0.159209002787042,"Genre","Genre"
0.126270114549575,"Genre","Genre"
0.0473185863881633,"Genre","Genre"
0.110257951640638,"Genre","Genre"
0.125787622742173,"Genre","Genre"
0.397055432578911,"Genre","Genre"
0.406653137569996,"Genre","Genre"
0.145329672051572,"Genre","Genre"
0.0576332560938112,"Genre","Genre"
-0.0352934934074673,"Genre","Genre"
0.213467163343803,"Genre","Genre"
0.0529426416265143,"Genre","Genre"
0.390465932554436,"Genre","Genre"
0.0734382427342041,"Genre","Genre"
0.173110642974572,"Genre","Genre"
0.543027668071067,"Genre","Genre"
0.0511090002056747,"Genre","Genre"
0.192756662442145,"Genre","Genre"
0.0513105527774837,"Genre","Genre"
0.196765364882196,"Genre","Genre"
0.0746735464937956,"Genre","Genre"
0.169730312273692,"Genre","Genre"
0.132313135784338,"Genre","Genre"
0.0436757759567331,"Genre","Genre"
0.16312926884239,"Genre","Genre"
0.261160103605937,"Genre","Genre"
0.321396745390374,"Genre","Genre"
0.024728872907083,"Genre","Genre"
0.137038906695768,"Genre","Genre"
0.277942452685555,"Genre","Genre"
0.0505777652156403,"Genre","Genre"
-0.0908500688850389,"Genre","Genre"
0.0684097441486688,"Genre","Genre"
0.0652760542064435,"Genre","Genre"
0.16674885923278,"Genre","Genre"
0.121626320650197,"Genre","Genre"
0.185149612824463,"Genre","Genre"
0.119762759207325,"Genre","Genre"
0.19941183946953,"Genre","Genre"
0.125399422500299,"Genre","Genre"
0.281010144652106,"Genre","Genre"
0.0882672474742771,"Genre","Genre"
0.191066664543927,"Genre","Genre"
0.0735150431715545,"Genre","Genre"
0.182800647887083,"Genre","Genre"
0.157226982752147,"Genre","Genre"
-0.00645206461385925,"Genre","Genre"
0.147577344338105,"Genre","Genre"
0.280021366550265,"Genre","Genre"
0.23013999231995,"Genre","Genre"
0.176324763088755,"Genre","Genre"
0.0427683556287084,"Genre","Genre"
0.278922865278909,"Genre","Genre"
0.169920170894537,"Genre","Genre"
0.116822624723132,"Genre","Genre"
0.326202821280077,"Genre","Genre"
0.0850407678400482,"Genre","Genre"
0.192336096075785,"Genre","Genre"
0.290173742118351,"Genre","Genre"
0.222222279517043,"Genre","Genre"
0.131297773546316,"Genre","Genre"
0.120158189657736,"Genre","Genre"
0.197513553004608,"Genre","Genre"
0.213348111459956,"Genre","Genre"
0.163860740032874,"Genre","Genre"
0.293844897225668,"Genre","Genre"
0.155416800016185,"Genre","Genre"
0.0919703921682296,"Genre","Genre"
0.215732613152134,"Genre","Genre"
-0.0581782322353918,"Genre","Genre"
0.201197374379841,"Genre","Genre"
0.211696095242372,"Genre","Genre"
0.13951252845701,"Genre","Genre"
0.0502856834668115,"Genre","Genre"
0.122500539668612,"Genre","Genre"
0.316983034223631,"Genre","Genre"
0.0876485520201334,"Genre","Genre"
-0.0711712117729573,"Genre","Genre"
0.243224544220921,"Genre","Genre"
0.111868934279865,"Genre","Genre"
0.110911343404764,"Genre","Genre"
0.0404635958844989,"Genre","Genre"
0.159744137165278,"Genre","Genre"
0.232123930042971,"Genre","Genre"
0.10325179744102,"Genre","Genre"
0.101327205858121,"Genre","Genre"
0.271664021500029,"Genre","Genre"
0.13724903229197,"Genre","Genre"
0.146009828667675,"Genre","Genre"
0.0994221749264925,"Genre","Genre"
0.252043463560024,"Genre","Genre"
0.0625806370733775,"Genre","Genre"
0.246925038588036,"Genre","Genre"
0.242570228897644,"Genre","Genre"
0.115239906400878,"Genre","Genre"
0.246842031372334,"Genre","Genre"
0.260676986359602,"Genre","Genre"
0.219562028851936,"Genre","Genre"
0.364484204541817,"Genre","Genre"
-0.034235319122504,"Genre","Genre"
0.0455079069362413,"Genre","Genre"
0.0243480786269165,"Genre","Genre"
0.178767993446977,"Genre","Genre"
0.320462907915972,"Genre","Genre"
0.329788895297625,"Genre","Genre"
0.210829669839496,"Genre","Genre"
0.249867326256032,"Genre","Genre"
0.147512512597012,"Genre","Genre"
0.208897176007421,"Genre","Genre"
0.199623547712948,"Genre","Genre"
0.0858959724943519,"Genre","Genre"
0.132670506624914,"Genre","Genre"
0.148515873559248,"Genre","Genre"
0.301384581617302,"Genre","Genre"
0.0583011310301707,"Genre","Genre"
-0.0494335147803658,"Genre","Genre"
0.23882782182044,"Genre","Genre"
0.0803839379246515,"Genre","Genre"
0.118389307683943,"Genre","Genre"
0.252470503128281,"Genre","Genre"
0.0856913735451683,"Genre","Genre"
0.12789330203622,"Genre","Genre"
0.312242453423459,"Genre","Genre"
0.21483077123164,"Genre","Genre"
0.216219135546431,"Genre","Genre"
0.148332664428212,"Genre","Genre"
0.0483266146697268,"Genre","Genre"
0.0123372845644206,"Genre","Genre"
0.13966143564434,"Genre","Genre"
0.362171922777288,"Genre","Genre"
0.184170381621362,"Genre","Genre"
0.178437290924639,"Genre","Genre"
0.195262360885001,"Genre","Genre"
0.123479200090857,"Genre","Genre"
0.0221245973442107,"Genre","Genre"
0.429574079585182,"Genre","Genre"
0.119631391131802,"Genre","Genre"
0.132139848806694,"Genre","Genre"
-0.0172341726852975,"Genre","Genre"
0.13719917749319,"Genre","Genre"
0.137269608162539,"Genre","Genre"
0.136448962147365,"Genre","Genre"
-0.0166938100092568,"Genre","Genre"
0.340466281602476,"Genre","Genre"
0.338358634774588,"Genre","Genre"
0.23096002219341,"Genre","Genre"
0.0519259355576078,"Genre","Genre"
0.233450935689781,"Genre","Genre"
0.137352968306598,"Genre","Genre"
0.13002138340728,"Genre","Genre"
0.29826442929547,"Genre","Genre"
0.0392117410017319,"Genre","Genre"
0.110878076724953,"Genre","Genre"
0.0888805000935037,"Genre","Genre"
0.163975200687679,"Genre","Genre"
0.00471360852900113,"Genre","Genre"
0.0916666730171712,"Genre","Genre"
0.233593208890767,"Genre","Genre"
0.208521490642311,"Genre","Genre"
0.0646097693595708,"Genre","Genre"
0.217921773046833,"Genre","Genre"
-0.0812639745405666,"Genre","Genre"
0.127951507329785,"Genre","Genre"
0.233303319485023,"Genre","Genre"
0.0960962613510872,"Genre","Genre"
0.158359737743351,"Genre","Genre"
0.00267136984730934,"Genre","Genre"
0.246779279724777,"Genre","Genre"
-0.0230388848660613,"Genre","Genre"
0.129634936830969,"Genre","Genre"
0.136475188749683,"Genre","Genre"
0.168092122730675,"Genre","Genre"
0.0796508370981122,"Genre","Genre"
0.344973048483604,"Genre","Genre"
0.0190083784218498,"Genre","Genre"
0.187413714300459,"Genre","Genre"
-0.131977369533598,"Genre","Genre"
0.162241580894348,"Genre","Genre"
0.212966557126194,"Genre","Genre"
0.0535279998886039,"Genre","Genre"
0.232483297687757,"Genre","Genre"
0.195097634999421,"Genre","Genre"
0.259632747297637,"Genre","Genre"
0.0776660119601264,"Genre","Genre"
0.0649420095137087,"Genre","Genre"
-0.0151531348642931,"Genre","Genre"
0.129752965835405,"Genre","Genre"
0.0281199257645499,"Genre","Genre"
0.230815602814606,"Genre","Genre"
0.169128065225058,"Genre","Genre"
0.380975235927918,"Genre","Genre"
0.0462292400698522,"Genre","Genre"
0.280168806409233,"Genre","Genre"
0.109263163839182,"Genre","Genre"
0.0163371988689244,"Genre","Genre"
0.219296737049317,"Genre","Genre"
0.0186622295327793,"Genre","Genre"
0.05648149814735,"Genre","Genre"
0.0886888122578048,"Genre","Genre"
0.18309072642513,"Genre","Genre"
0.062107927293899,"Genre","Genre"
0.269785032320562,"Genre","Genre"
0.0421025617492125,"Genre","Genre"
0.183663703518471,"Genre","Genre"
0.176308702978893,"Genre","Genre"
0.055424990894702,"Genre","Genre"
0.119137658929822,"Genre","Genre"
0.0963820523228654,"Genre","Genre"
0.257939432685761,"Genre","Genre"
0.317605263610222,"Genre","Genre"
0.0579203566211754,"Genre","Genre"
0.255057240854025,"Genre","Genre"
0.154455406898781,"Genre","Genre"
-0.034719534905096,"Genre","Genre"
0.0864096357354806,"Genre","Genre"
0.208114916050676,"Genre","Genre"
0.176510663104787,"Genre","Genre"
-0.0822311321081423,"Genre","Genre"
0.220031868545157,"Genre","Genre"
0.227505199848675,"Genre","Genre"
0.131549116274058,"Genre","Genre"
0.0912431767382703,"Genre","Genre"
0.359157201447823,"Genre","Genre"
0.153000131935225,"Genre","Genre"
0.160598274806808,"Genre","Genre"
0.0496543062889846,"Genre","Genre"
0.0275869876623794,"Genre","Genre"
0.00968442289379121,"Genre","Genre"
0.119803178961783,"Genre","Genre"
0.298092446408098,"Genre","Genre"
0.337379484533487,"Genre","Genre"
0.318836473435279,"Genre","Genre"
0.291675556994775,"Genre","Genre"
0.138240374855639,"Genre","Genre"
0.0395849864319294,"Genre","Genre"
0.129218731985993,"Genre","Genre"
-0.079245027627225,"Genre","Genre"
0.130620712655661,"Genre","Genre"
0.327987870464572,"Genre","Genre"
0.175095310060752,"Genre","Genre"
0.271588868268959,"Genre","Genre"
0.210934095694391,"Genre","Genre"
0.0841089704551347,"Genre","Genre"
0.336355935292935,"Genre","Genre"
0.154161271466893,"Genre","Genre"
0.0644446207477452,"Genre","Genre"
0.169065982473857,"Genre","Genre"
0.0101400471176805,"Genre","Genre"
0.248377903279132,"Genre","Genre"
0.212156838536437,"Genre","Genre"
0.126521867035301,"Genre","Genre"
0.113157111240881,"Genre","Genre"
0.25562939472927,"Genre","Genre"
0.0557591613577858,"Genre","Genre"
0.0636179128295612,"Genre","Genre"
0.204424787702008,"Genre","Genre"
0.116868651944737,"Genre","Genre"
0.25450847967239,"Genre","Genre"
0.142137919018769,"Genre","Genre"
0.28148510169004,"Genre","Genre"
0.211554470518015,"Genre","Genre"
-0.0625152574092972,"Genre","Genre"
0.028462863958178,"Genre","Genre"
0.290277520617769,"Genre","Genre"
0.231079590417371,"Genre","Genre"
0.0652937332141691,"Genre","Genre"
0.0274206314979892,"Genre","Genre"
0.265366538931573,"Genre","Genre"
0.0808223540336946,"Genre","Genre"
0.342172547861817,"Genre","Genre"
0.339154196037941,"Genre","Genre"
0.0165308630197609,"Genre","Genre"
0.0774345687424363,"Genre","Genre"
0.0369520340675819,"Genre","Genre"
0.228728806790418,"Genre","Genre"
0.032923031236237,"Genre","Genre"
-0.0415003538468906,"Genre","Genre"
0.364134699449252,"Genre","Genre"
0.262597348761217,"Genre","Genre"
0.2437123601225,"Genre","Genre"
0.0956011716422756,"Genre","Genre"
0.16087187687496,"Genre","Genre"
0.223967725620979,"Genre","Genre"
0.0338761258035797,"Genre","Genre"
