"Engagement","Cover"
0.203212849130137,"A"
0.0281739190035335,"A"
0.0140165736028372,"A"
0.264834657236143,"A"
-0.0601051084790259,"A"
-0.00185576301505846,"A"
0.197723943168352,"A"
0.164628371880647,"A"
0.1472313276261,"A"
0.242811177746,"A"
0.104586600912188,"A"
0.220240956776033,"A"
0.0647949729554306,"A"
0.345696335440589,"A"
0.282086256418835,"A"
0.268818081176969,"A"
0.225506021157265,"A"
0.290688712137424,"A"
0.22417504813208,"A"
0.228517535933965,"A"
-0.100310970806095,"A"
0.10189049813331,"A"
0.263442203183073,"A"
0.148116015457632,"A"
0.165381127596429,"A"
0.213582886424367,"A"
0.154491736165648,"A"
0.0918546464715024,"A"
0.0519425170949559,"A"
-0.0606764073439407,"A"
0.143534996800361,"A"
0.212164790807765,"A"
0.103280501280376,"A"
0.217614490589347,"A"
0.240374380097846,"A"
0.202038030733679,"A"
-0.0661931464104222,"A"
0.141280699229451,"A"
0.188354487727263,"A"
0.172991304602748,"A"
0.225763731395399,"A"
0.143554130535414,"A"
0.222699589579197,"A"
0.0857324447782207,"A"
0.228839316479501,"A"
0.159144664454578,"A"
0.14071736512581,"A"
0.418509088588049,"A"
0.0956791659207075,"A"
0.390182843323325,"A"
0.212240800438712,"A"
0.181619615509003,"A"
0.212367006590183,"A"
0.0200669457534055,"A"
0.347606410833123,"A"
0.382113467928804,"A"
0.149706879052316,"A"
0.067172313932103,"A"
0.0485820921022423,"A"
0.0949180099761467,"A"
0.0941929075044615,"A"
0.194946785378523,"A"
0.120175682459185,"A"
-0.205129993184681,"A"
0.0590271133825225,"A"
0.119624993160491,"A"
0.254385304585389,"A"
0.0930883363954987,"A"
0.0496460812841254,"A"
0.290883345271611,"A"
0.258616036735869,"A"
0.0200451773957692,"A"
0.177147105587631,"A"
-0.0348902322861287,"A"
0.248525170996135,"A"
-0.040053720524225,"A"
0.0834293221332905,"A"
0.236942071685883,"A"
0.0498555647354801,"A"
0.206282914088063,"A"
0.234389177674199,"A"
0.0926696261037207,"A"
0.191403281954747,"A"
0.227364076319582,"A"
0.105449505383841,"A"
0.183994819067968,"A"
0.0453313168305131,"A"
0.193880036273226,"A"
0.0695678471617904,"A"
0.171879913087499,"A"
0.125899151035469,"A"
0.0732210309822919,"A"
0.341911157206782,"A"
0.182519155929278,"A"
0.313039105693711,"A"
0.144648536756834,"A"
0.0764542856588502,"A"
0.1167612823065,"A"
0.169641211939007,"A"
0.382649411315505,"A"
0.133536680123844,"A"
0.280752173294263,"A"
0.121225234383375,"A"
0.261756662132693,"A"
0.0650732260628199,"A"
0.237862510144649,"A"
0.170275072024127,"A"
0.065105148222947,"A"
0.262651709204874,"A"
0.140259697804875,"A"
0.0754046609466653,"A"
0.0148857552437489,"A"
0.377223022352263,"A"
0.321234735016302,"A"
0.159898473793179,"A"
0.335449483125756,"A"
0.19534369108487,"A"
0.0579520529195214,"A"
0.210356908328481,"A"
0.128761660827492,"A"
0.253910374486511,"A"
0.126269334128051,"A"
0.279904679236038,"A"
0.251992898227297,"A"
0.136893902348874,"A"
0.227970086347187,"A"
-0.0228310549442848,"A"
0.098764463796402,"A"
0.214432646491788,"A"
0.0783375529462954,"A"
-0.0792819711710498,"A"
0.130228647248533,"A"
0.133038810675069,"A"
0.101605430558661,"A"
-0.00812602420420763,"A"
0.205277198360147,"A"
0.269362253489804,"A"
0.20585148006251,"A"
0.226064392087373,"A"
0.280423360787055,"A"
0.181313147925626,"A"
0.248473785590663,"A"
0.15939474088121,"A"
0.0191587842838618,"A"
0.146772704568434,"A"
0.148457202626653,"A"
0.383190751667654,"A"
0.0958612536206648,"A"
0.224935618379797,"A"
0.1347749702134,"A"
0.0902791763846088,"A"
0.14246738244265,"A"
0.293326420197586,"A"
0.163268242516905,"A"
0.0495788406220313,"A"
0.247662803061516,"A"
0.193418212030731,"A"
0.195667190298625,"A"
0.18820259333849,"A"
0.193946385906093,"A"
0.131790707520656,"A"
0.21373408285166,"A"
0.0455913443118301,"A"
0.289467984653973,"A"
0.116705177381187,"A"
0.173775372883406,"A"
0.297993126671175,"A"
0.0561681226707115,"A"
0.165781173707995,"A"
0.220230492943629,"A"
0.221580872220916,"A"
0.126736229689746,"A"
0.0595866806227278,"A"
0.223455444326079,"A"
0.0691718469284862,"A"
0.16134855472837,"A"
0.184488080842236,"A"
0.181945543250948,"A"
0.179820785897692,"A"
0.190514395908139,"A"
0.185896651984574,"A"
0.224492277428748,"A"
0.0211587228122127,"A"
0.219396246876626,"A"
0.295577577407657,"A"
0.115851389187134,"A"
0.142763615546375,"A"
-0.0463064613005384,"A"
-0.028889966407156,"A"
0.303025794525215,"A"
0.214753242971692,"A"
0.226420762821984,"A"
0.252128437964787,"A"
0.137775330357823,"A"
0.302266839261555,"A"
0.271593101034668,"A"
0.105480307628858,"A"
0.19304750472313,"A"
0.211391789062523,"A"
0.0208202594272307,"A"
0.172873503274544,"A"
0.202722782574127,"A"
0.0780316518367456,"A"
0.206613027914746,"A"
0.125458329900245,"A"
0.215917985072069,"A"
0.0811423129599347,"A"
0.113558868313482,"A"
0.0608859503896168,"A"
0.173912418665997,"A"
-0.00752331224726699,"A"
0.179180830011942,"A"
0.0941706871597,"A"
0.0911144079455914,"A"
0.0603153579406199,"A"
0.195132910704333,"A"
0.262310030137957,"A"
0.131392624377162,"A"
0.0618645480246327,"A"
0.291253648281127,"A"
0.0279407276972571,"A"
0.158255879961009,"A"
0.140760429320625,"A"
0.231440819257824,"A"
0.157258218666967,"A"
0.25258479749581,"A"
0.299020168909189,"A"
0.222853172366254,"A"
0.0840893576892126,"A"
0.252315554947918,"A"
0.148983421576115,"A"
0.155930725677631,"A"
0.165425708647432,"A"
0.260800388052762,"A"
0.381986576581185,"A"
0.221015571199299,"A"
0.116715970372851,"A"
0.174855747789991,"A"
0.189419692814641,"A"
0.290507917207561,"A"
0.120424957923568,"A"
0.199754277722638,"A"
0.10651500011063,"A"
0.147953146729007,"A"
0.210925407026138,"A"
-0.0246204881283521,"A"
0.258466725989166,"A"
0.14053220544886,"A"
0.124640264451238,"A"
0.026065762601654,"A"
0.172494179334145,"A"
0.253135767614452,"A"
0.281777871339153,"A"
-0.00722662121057799,"A"
0.138529066006236,"A"
0.130701896673741,"A"
0.209578008586008,"A"
0.287582529502383,"A"
0.0915987001005652,"A"
0.223130421644471,"A"
0.0527303031829219,"A"
0.0812991348002513,"A"
0.312568780131846,"A"
0.130507254211722,"A"
-0.0283770531809043,"A"
0.154446131110165,"A"
0.187598236232718,"A"
0.0285138203680848,"A"
0.38937436373971,"A"
0.176587642198833,"A"
0.118622035157804,"A"
0.0530270845801106,"A"
0.0735307656273599,"A"
0.247984021473758,"A"
0.123258329888875,"A"
0.331016764308195,"A"
0.0354406224013752,"A"
0.147247596089308,"A"
-0.00385624357429512,"A"
0.12855979529724,"A"
0.293316185379189,"A"
0.137225129113472,"A"
0.249114660953147,"A"
0.255800643344279,"A"
0.210720693211324,"A"
0.123261854140677,"A"
0.201753274404956,"A"
0.263821040698917,"A"
0.13397822284342,"A"
0.184825151879306,"A"
0.00354586231545503,"A"
0.174376762595106,"A"
0.165119861154525,"A"
0.329610831896582,"A"
0.153394226386284,"A"
0.266701568634141,"A"
0.200626397346157,"A"
0.30130845137859,"A"
0.190470966444121,"A"
0.0708022764152997,"A"
0.109878937750989,"A"
0.100721548739649,"A"
0.317795372586542,"A"
0.08907029913409,"A"
0.0116049121536063,"A"
0.105321300381219,"A"
-0.0484453622297892,"A"
0.215073192791253,"A"
0.323768413503803,"A"
0.280453185727185,"A"
0.349633336681814,"A"
0.116422412392138,"A"
0.228923268097115,"A"
0.0336992566772289,"A"
0.122329990208115,"A"
0.150144694872179,"A"
0.0662784903426224,"A"
0.203863773793686,"A"
0.151282032690859,"A"
0.132108144525347,"A"
0.192977055487528,"A"
0.187468141541341,"A"
0.179646838198949,"A"
0.0545317803769223,"A"
0.17243544360342,"A"
0.0407800231418348,"A"
0.205148865219594,"A"
-0.0593068930089346,"A"
0.435697025232025,"A"
0.1884909543603,"A"
0.0100958590940179,"A"
0.161495810067779,"A"
-0.0821299148468345,"A"
0.191888090005375,"A"
-0.0645439140645241,"A"
0.119932395578205,"A"
0.149797421139268,"A"
0.124079583237427,"A"
0.078051513915257,"A"
0.230190523199639,"A"
0.244139798083251,"A"
-3.64295347973775e-05,"A"
0.152920683797311,"A"
0.046560043155992,"A"
0.0886783429254449,"A"
0.24862388225782,"A"
-0.00154466469508588,"A"
0.224756835012227,"A"
0.0984866627215061,"A"
0.170171011514805,"A"
0.300781957775007,"A"
0.174687800123472,"A"
0.0840462420398709,"A"
0.25245200146961,"A"
0.0970386412930179,"A"
0.301732617792246,"A"
0.278277057631701,"A"
0.205455430096639,"A"
0.191138267794551,"A"
0.134320061564208,"A"
-0.0190653775519646,"A"
0.291419581151547,"A"
0.16974504305459,"A"
0.0849419433374106,"A"
0.112846175467398,"A"
0.0633259067900906,"A"
0.164890190480644,"A"
0.0816452390816052,"A"
-0.114257689360565,"A"
0.145097816123385,"A"
-0.0190402240313049,"A"
0.139441663417249,"A"
0.0718352150902155,"A"
0.222962161372962,"A"
0.16259117742816,"A"
0.304657667561235,"A"
0.150422550194913,"A"
-0.0136917187557234,"A"
0.161879955601938,"A"
0.265995238831836,"A"
0.146162552903536,"A"
0.215811759003869,"A"
0.157097909736224,"A"
0.193521521855703,"A"
0.209540450138484,"A"
0.131664507942404,"A"
0.07584931311643,"A"
0.00460506173513195,"A"
0.0954059880157051,"A"
0.218182112204181,"A"
0.35018708752534,"A"
0.17533460935429,"A"
0.00949709210472935,"A"
0.223808250037242,"A"
0.0462695256088928,"A"
0.146587363519735,"A"
0.2022447350097,"A"
0.214236072374016,"A"
0.181959652195076,"A"
0.129517932772187,"A"
0.0839855534697169,"A"
0.260172710982279,"A"
0.0994475408767917,"A"
0.0194447454596961,"A"
0.174344767505809,"A"
0.104364689969278,"A"
0.171904506736005,"A"
0.274554492513596,"A"
0.17024631752147,"A"
0.176370637511068,"A"
0.0972852060679989,"A"
0.244884112435427,"A"
0.158542525539263,"A"
0.320933164914901,"A"
0.132403836332857,"A"
0.29445092252945,"A"
0.0417068198504012,"A"
0.0772043959618516,"A"
0.194672761024021,"A"
0.0160463108317052,"A"
0.28431934047562,"A"
0.144915491399665,"A"
0.129298591751889,"A"
0.207920708143874,"A"
0.119456362119585,"A"
0.218061225583107,"A"
0.205992237428178,"A"
0.221437859552658,"A"
0.230294369752022,"A"
0.0644789164300371,"A"
0.313615681331638,"A"
0.169947428254054,"A"
0.130985165838622,"A"
0.176731829102641,"A"
0.00590385963029666,"A"
0.137427931090088,"A"
0.109684411815358,"A"
0.410570963398239,"A"
0.334533251478581,"A"
0.201375098449008,"A"
0.122312966306181,"A"
0.237932984057227,"A"
0.148673401763784,"A"
0.196524768501756,"A"
0.0377564712917059,"A"
0.409795228867216,"A"
0.309027072416498,"A"
0.181608507155757,"A"
0.158004002006726,"A"
0.074702270708403,"A"
0.159959714500647,"A"
0.147677049817712,"A"
0.166528836209074,"A"
0.209843629306971,"A"
0.214494306772098,"A"
0.360635216617914,"A"
0.198496552968683,"A"
0.189762685680472,"A"
0.120386243303706,"A"
0.180705810940484,"A"
0.064305607331319,"A"
0.102900327082466,"A"
0.254673837844954,"A"
0.111887556601984,"A"
0.167779701760405,"A"
0.125509318563386,"A"
0.173985657798672,"A"
0.0964160751523204,"A"
0.256337196370662,"A"
0.186107104498794,"A"
0.179494653598005,"A"
0.0591409046954287,"A"
0.214350856659536,"A"
0.130999737322681,"A"
0.389157551831141,"A"
0.363319399119818,"A"
0.18746849770835,"A"
0.055672683690126,"A"
0.239882573677053,"A"
0.218715977957062,"A"
0.10104294028449,"A"
0.313057335286814,"A"
0.117779159386495,"A"
0.0663648980200605,"A"
0.256457453029071,"A"
0.1871244153734,"A"
0.0298412733003832,"A"
0.0985577403569402,"A"
0.0944043210190103,"A"
0.0683145929442743,"A"
0.2445629764525,"A"
0.156618281178356,"A"
0.381269018194481,"A"
0.223483017564702,"A"
0.294641862246124,"A"
0.267222436973272,"A"
0.150404230040241,"A"
0.18519541188212,"A"
0.307812793037782,"A"
0.179457736364142,"A"
0.106712177190299,"A"
0.220567830997493,"A"
0.157520750524465,"A"
0.21874213540279,"A"
0.231540173153922,"A"
0.286035018094875,"A"
0.155048065158056,"A"
0.138511124779996,"A"
0.318861573693257,"A"
0.200713846972583,"A"
0.100719294428153,"A"
0.147238891797385,"A"
0.126846038761514,"A"
0.108057118035017,"A"
-0.000434947806924574,"A"
0.261658760358272,"A"
-0.00394451302590268,"A"
0.232838611646919,"A"
-0.0101338120487543,"A"
-0.0326597141092307,"A"
0.0695906145008227,"A"
0.203584710532616,"A"
0.277858399776454,"A"
0.257689878052136,"A"
0.011876777504061,"A"
0.223621492524379,"A"
0.170679585049474,"A"
0.191325701464015,"A"
0.043394205983807,"A"
0.0517099606048051,"A"
0.294898344764457,"A"
0.178251357955403,"A"
0.241778441997744,"A"
0.164311197535949,"A"
0.137461026508332,"A"
-0.0795018237967302,"A"
0.28838714500113,"A"
0.355028002249779,"A"
0.325553583828235,"A"
0.192300971596292,"A"
0.313858705744388,"A"
0.258167451131005,"A"
0.202722048621392,"A"
0.263783661504242,"A"
0.157717310119517,"A"
-0.0286889014756492,"A"
0.254721230567907,"A"
0.254751708867419,"A"
0.271909942526822,"A"
-0.00186804666296606,"A"
0.0875040715612183,"A"
0.146806743014084,"A"
0.348108499327601,"A"
0.101783974297837,"A"
0.0778297264383729,"A"
0.398574305722984,"A"
0.163565465482245,"A"
0.16634204020906,"A"
0.0842169333070819,"A"
0.255507112560846,"A"
0.305277370156086,"A"
0.0445257012840602,"A"
0.176889306408517,"A"
0.242484329700137,"A"
0.276203909455577,"A"
0.111038255691723,"A"
-0.0956227157723699,"A"
0.142904555918766,"A"
0.195870348171121,"A"
0.242636755342953,"A"
0.0137522980913995,"A"
0.107692981944707,"A"
0.124529710072628,"A"
0.110790628812591,"A"
0.271805536313372,"A"
0.0303331844331655,"A"
0.0969684361708994,"A"
0.0433885070736112,"A"
0.0140436083928236,"A"
0.270191079093124,"A"
0.102882688332607,"A"
0.19606626871788,"A"
0.0595244861888769,"A"
0.287405185800892,"A"
-0.0463134437503585,"A"
0.185574841975177,"A"
0.110747588418131,"A"
0.229657175190764,"A"
0.0522499746686669,"A"
0.272233898465864,"A"
0.0771105296466125,"A"
0.0501489964524612,"A"
0.242276026842113,"A"
0.270186088473126,"A"
0.201033923281223,"A"
0.116069410906045,"A"
0.14124063690581,"A"
0.144921687059114,"A"
0.01463621834965,"A"
0.17276214951793,"A"
0.175748451299654,"A"
0.0946212836147691,"A"
0.0686151691178862,"B"
0.254036852800816,"B"
0.122068348196361,"B"
0.291544681012387,"B"
0.133723708789231,"B"
0.172233769721346,"B"
0.220402193678187,"B"
0.234342138407472,"B"
0.255259888179347,"B"
0.179136029764445,"B"
0.212840737231262,"B"
0.275196038456607,"B"
0.188381136467098,"B"
0.28149240371676,"B"
0.184064703575744,"B"
0.0855913133777204,"B"
0.204681151912571,"B"
0.0401509427774474,"B"
0.200898512623183,"B"
0.0632694954087588,"B"
0.133893564478266,"B"
0.214211820635087,"B"
0.10019498240435,"B"
0.0436498121004553,"B"
0.151933508980204,"B"
0.112335969234632,"B"
0.251317275674295,"B"
0.0721684232321732,"B"
0.0477976520716017,"B"
0.0992476501900212,"B"
0.274718396644585,"B"
0.229091619453295,"B"
0.100845562710456,"B"
0.0365975729545188,"B"
0.190812327101074,"B"
0.0436417604495012,"B"
0.148090978693095,"B"
0.105708575185485,"B"
0.128186823309863,"B"
0.191887044007706,"B"
0.208285674985521,"B"
0.183032020719375,"B"
0.030213552526302,"B"
0.211470456877709,"B"
0.129788461385295,"B"
0.248822426452403,"B"
0.190928217129281,"B"
0.124781445689944,"B"
0.324028229453527,"B"
0.196117921062766,"B"
0.07660988157156,"B"
0.155486940222647,"B"
0.0796596022420116,"B"
0.0507494793752634,"B"
0.178311952700653,"B"
0.179691979810952,"B"
0.224293227177946,"B"
0.280641590684897,"B"
0.19422977221243,"B"
0.160559814452951,"B"
0.166949054634422,"B"
0.229232536694017,"B"
0.0824456249926391,"B"
0.0882851010589744,"B"
0.0785743061863484,"B"
0.233655224999706,"B"
0.214867553716366,"B"
0.0298946846371388,"B"
0.217736061415066,"B"
0.0672157368253568,"B"
0.173282934235921,"B"
0.244284345059413,"B"
0.0972324872382005,"B"
0.205095376769246,"B"
0.134577537406493,"B"
0.257166538806353,"B"
0.21205158562666,"B"
0.206781652865519,"B"
0.0198303076698889,"B"
0.124106394677356,"B"
0.0120195078059372,"B"
0.143005584817523,"B"
0.141229701838942,"B"
0.130783567614949,"B"
0.132563192498917,"B"
0.134404674980879,"B"
0.0577728708499497,"B"
0.102367564702028,"B"
0.113861245905771,"B"
0.184379299858637,"B"
0.274960053963325,"B"
0.111258024536625,"B"
-0.00393300744154981,"B"
0.132388172851977,"B"
0.0807282398442892,"B"
0.200543801234536,"B"
0.153760873104109,"B"
0.20046833786753,"B"
0.268898993907834,"B"
0.140670429111845,"B"
-0.00959074961797909,"B"
0.107074924843327,"B"
0.185440967537209,"B"
0.152129726588252,"B"
0.157031153720727,"B"
0.0842267311199573,"B"
0.116390688405537,"B"
0.206539376853622,"B"
0.349836247154533,"B"
0.238785833431575,"B"
0.329875273447628,"B"
0.113826900251374,"B"
0.0859818754145045,"B"
0.150781223838803,"B"
0.232281438342258,"B"
0.262040834048345,"B"
0.00193443907549129,"B"
0.111538699009541,"B"
0.0337684536420379,"B"
0.250065002841434,"B"
0.300514469585783,"B"
0.254517623833405,"B"
0.166451593863941,"B"
0.0338574661083991,"B"
0.12306391417473,"B"
0.0477212550460646,"B"
0.277223964080698,"B"
0.0604279098473962,"B"
0.212207351901301,"B"
0.133520474418252,"B"
0.0464068193023565,"B"
0.141409951026381,"B"
0.324751196494553,"B"
0.296022695296128,"B"
0.0207474287049201,"B"
0.0585313888244259,"B"
0.0810594325861785,"B"
0.245695873697443,"B"
0.124666704067753,"B"
0.149278165461419,"B"
0.219125951308318,"B"
0.0981689154801996,"B"
0.190227309423121,"B"
0.188329014289694,"B"
0.151916858709474,"B"
0.273173913809587,"B"
0.119307440408337,"B"
0.157899123513072,"B"
0.0862095611151397,"B"
0.12737390362087,"B"
0.0389749986485018,"B"
0.180352820727623,"B"
0.285391771396754,"B"
0.052697683947992,"B"
0.0851862842744019,"B"
0.156342152793303,"B"
0.0144420042784579,"B"
0.109578306491678,"B"
0.129917516230122,"B"
0.0719318717404759,"B"
0.142257978928591,"B"
0.226639336881767,"B"
0.178525330786214,"B"
0.136570210399849,"B"
0.134359414315705,"B"
0.0217068021438971,"B"
0.119185678238352,"B"
0.171701705676454,"B"
0.189278475333559,"B"
0.108372060357996,"B"
0.242560476753353,"B"
0.255794031819386,"B"
0.165730130590534,"B"
0.0584328031342978,"B"
0.0770915404229141,"B"
0.185841887264921,"B"
0.1953638934959,"B"
0.187969436421051,"B"
0.26021675867349,"B"
0.158081740528385,"B"
0.0744543032411702,"B"
0.256820811625274,"B"
0.0898889812941885,"B"
0.169584111033884,"B"
0.203056032420857,"B"
0.149473590190432,"B"
0.192578736481657,"B"
0.15730699346943,"B"
0.06981150750892,"B"
0.107503589385391,"B"
0.105809973000661,"B"
0.217643577051342,"B"
0.25226538902077,"B"
0.0161886237411545,"B"
0.0478796055635821,"B"
0.173003765986913,"B"
0.238458978207712,"B"
0.10462880928946,"B"
0.159720461764254,"B"
0.173726421080388,"B"
0.0386901353431443,"B"
0.210331295326358,"B"
0.0257444770925112,"B"
0.25438249189246,"B"
0.249412363031169,"B"
0.060981124683443,"B"
0.0615868367335116,"B"
0.207823273429522,"B"
0.183909152683338,"B"
0.151188850243981,"B"
0.0953859984784956,"B"
0.169163133809106,"B"
0.145638395172035,"B"
0.164387592391052,"B"
0.263931186820433,"B"
0.125235103399257,"B"
0.0952861587397032,"B"
0.118211882690239,"B"
0.136982741046766,"B"
0.10854293995492,"B"
0.187425497714372,"B"
0.275848450878891,"B"
0.268296533180072,"B"
0.197982311345802,"B"
0.140086007866721,"B"
0.0445052844384903,"B"
0.0813059260701593,"B"
0.0645359037701008,"B"
0.155160966971395,"B"
0.316001803611089,"B"
0.0480094299154969,"B"
0.0655134493390954,"B"
0.140589935023219,"B"
0.130225489453317,"B"
0.115154933524444,"B"
0.0796803129620776,"B"
0.230713029712159,"B"
0.175483196267828,"B"
0.0380875858963647,"B"
0.136390158605309,"B"
0.168920019060376,"B"
0.224845241912163,"B"
0.0434794724574128,"B"
0.296625182823971,"B"
0.0313936422612959,"B"
0.157466812306947,"B"
0.0912768098799661,"B"
0.094840822482554,"B"
0.102088744298248,"B"
0.112733272218077,"B"
0.110066259171464,"B"
0.096154835655536,"B"
0.058785197695139,"B"
0.14876478435782,"B"
-0.00286543573555187,"B"
0.228511685474829,"B"
0.120211016804842,"B"
0.0729825510531218,"B"
0.101593215724911,"B"
0.0300227870659275,"B"
0.0187710696157725,"B"
0.201236321108665,"B"
0.137776087626337,"B"
0.0973467850818782,"B"
0.324858438220703,"B"
0.187156471934796,"B"
0.245310950833423,"B"
0.260384311079032,"B"
0.137099698671656,"B"
0.133518754232657,"B"
0.209790666656761,"B"
0.31343671521966,"B"
0.237938178660856,"B"
0.266703220789162,"B"
0.181823694793886,"B"
0.317193789998377,"B"
0.0532979078927642,"B"
0.163519316646929,"B"
0.126849550800137,"B"
0.222783410464706,"B"
0.157849575831541,"B"
0.191538332655596,"B"
0.273387780724627,"B"
0.162654083820972,"B"
0.0775688380836155,"B"
0.234915417507001,"B"
0.0846491872073789,"B"
0.0621813637091332,"B"
0.114466625597157,"B"
0.0833167827784378,"B"
0.226534576652813,"B"
0.125307804985317,"B"
0.133808424278324,"B"
0.212068160711517,"B"
0.0259455345730789,"B"
0.192595023670749,"B"
0.177980168817768,"B"
0.160916962677628,"B"
0.250926823409124,"B"
0.284079843381881,"B"
0.230646666700767,"B"
0.270297022429283,"B"
0.267385892567859,"B"
0.0994766273306087,"B"
0.136074644830047,"B"
0.240233088383702,"B"
0.205447407241588,"B"
0.135107105765167,"B"
0.217766099883039,"B"
0.112444342973688,"B"
0.0901684090765883,"B"
0.13070937971496,"B"
0.200690665347819,"B"
0.149865066453476,"B"
0.214443098381785,"B"
0.182222422851077,"B"
0.136961362683772,"B"
0.110380742885074,"B"
0.178225078660662,"B"
0.124537637402092,"B"
0.0260385044854496,"B"
0.213514186384749,"B"
0.153669109922789,"B"
0.116486021675925,"B"
0.160774115310642,"B"
0.122868846458825,"B"
0.250103965787419,"B"
0.122316978375634,"B"
0.194993736051356,"B"
0.193820541795748,"B"
0.159104256493696,"B"
0.265433062800935,"B"
0.0813793658442261,"B"
0.257060608200749,"B"
0.14970882660257,"B"
0.193225779594611,"B"
0.00545255194190808,"B"
0.0113467372779841,"B"
